campaignId,campaignName,adGroupId,adGroupName,targeting,campaignType,impressions,clicks,cost,clickThroughRate,costPerClick,purchases14d,sales14d,date,platform
amzn_cmp_00027,Loyalty Cart Abandoners - Value Props SPONSORED_PRODUCTS,amzn_ag_00264,Manual Phrase 11,running shoes,SPONSORED_PRODUCTS,360219,8979,11174.74,2.49,1.24,447,30563.19,2024-11-24,amazon
amzn_cmp_00027,Cyber Week High Intent - Core Terms SPONSORED_PRODUCTS,amzn_ag_00265,Manual Phrase 0,wireless earbuds,SPONSORED_PRODUCTS,573657,43650,12870.18,7.61,0.29,575,62948.83,2024-11-25,amazon
amzn_cmp_00027,New Arrivals Cart Abandoners - Core Terms SPONSORED_DISPLAY,amzn_ag_00266,Manual Phrase 1,wireless earbuds,SPONSORED_DISPLAY,945664,68093,8709.06,7.20,0.13,1120,70546.68,2024-11-26,amazon
amzn_cmp_00027,Cyber Week Lookalike - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00267,Auto 2,wireless earbuds,SPONSORED_BRANDS_VIDEO,146207,6283,5052.07,4.30,0.80,99,14682.86,2024-11-27,amazon
amzn_cmp_00027,Loyalty Lapsed Customers - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00268,ASIN Targeting 3,running shoes,SPONSORED_BRANDS_VIDEO,57916,1438,743.70,2.48,0.52,45,4328.70,2024-11-28,amazon
amzn_cmp_00027,New Arrivals High Intent - Promo Push SPONSORED_DISPLAY,amzn_ag_00269,Manual Exact 4,running shoes,SPONSORED_DISPLAY,133660,5322,4585.20,3.98,0.86,243,28670.57,2024-11-29,amazon
amzn_cmp_00027,Loyalty Retargeting - Promo Push SPONSORED_PRODUCTS,amzn_ag_00270,Auto 5,running shoes,SPONSORED_PRODUCTS,394742,19978,15535.29,5.06,0.78,1174,136376.88,2024-11-30,amazon
amzn_cmp_00028,New Arrivals Prospecting - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00271,Manual Exact 6,holiday gifts,SPONSORED_PRODUCTS,488763,28004,21867.00,5.73,0.78,361,12639.06,2024-11-01,amazon
amzn_cmp_00028,Holiday Lapsed Customers - Value Props SPONSORED_PRODUCTS,amzn_ag_00272,ASIN Targeting 7,kitchen storage,SPONSORED_PRODUCTS,837140,32676,25210.89,3.90,0.77,510,35361.63,2024-11-02,amazon
amzn_cmp_00028,Loyalty Lookalike - Value Props SPONSORED_PRODUCTS,amzn_ag_00273,Manual Phrase 8,competitor ASIN,SPONSORED_PRODUCTS,698394,45239,36958.31,6.48,0.82,1673,165243.15,2024-11-03,amazon
amzn_cmp_00028,New Arrivals High Intent - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00274,ASIN Targeting 9,kitchen storage,SPONSORED_BRANDS_VIDEO,101135,5555,2729.13,5.49,0.49,371,30543.53,2024-11-04,amazon
amzn_cmp_00028,Black Friday Lookalike - Top Sellers SPONSORED_DISPLAY,amzn_ag_00275,Manual Phrase 10,holiday gifts,SPONSORED_DISPLAY,55676,3529,2035.27,6.34,0.58,249,29630.87,2024-11-05,amazon
amzn_cmp_00028,Black Friday High Intent - Core Terms SPONSORED_DISPLAY,amzn_ag_00276,Manual Phrase 11,wireless earbuds,SPONSORED_DISPLAY,466916,32957,3312.64,7.06,0.10,2264,105332.44,2024-11-06,amazon
amzn_cmp_00028,Holiday Cart Abandoners - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00277,Auto 0,wireless earbuds,SPONSORED_BRANDS_VIDEO,847199,11679,45480.66,1.38,3.89,803,116227.28,2024-11-07,amazon
amzn_cmp_00028,Black Friday Lapsed Customers - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00278,Manual Exact 1,wireless earbuds,SPONSORED_BRANDS_VIDEO,212357,9336,4588.39,4.40,0.49,228,28778.88,2024-11-08,amazon
amzn_cmp_00028,Cyber Week Prospecting - Broad SPONSORED_DISPLAY,amzn_ag_00279,ASIN Targeting 2,running shoes,SPONSORED_DISPLAY,595575,5048,11924.95,0.85,2.36,277,20705.41,2024-11-09,amazon
amzn_cmp_00028,Black Friday Retargeting - Top Sellers SPONSORED_DISPLAY,amzn_ag_00280,Manual Phrase 3,competitor ASIN,SPONSORED_DISPLAY,921466,8213,26716.58,0.89,3.25,622,28179.80,2024-11-10,amazon
amzn_cmp_00029,Evergreen High Intent - Value Props SPONSORED_BRANDS,amzn_ag_00281,Manual Phrase 4,wireless earbuds,SPONSORED_BRANDS,351011,21258,3566.14,6.06,0.17,643,71773.98,2024-11-11,amazon
amzn_cmp_00029,New Arrivals High Intent - Core Terms SPONSORED_PRODUCTS,amzn_ag_00282,ASIN Targeting 5,kitchen storage,SPONSORED_PRODUCTS,857398,57910,44603.05,6.75,0.77,4094,542252.29,2024-11-12,amazon
amzn_cmp_00029,New Arrivals Cart Abandoners - Gift Guide SPONSORED_BRANDS,amzn_ag_00283,Auto 6,holiday gifts,SPONSORED_BRANDS,458217,7226,5683.48,1.58,0.79,82,4219.98,2024-11-13,amazon
amzn_cmp_00029,Evergreen Lookalike - Broad SPONSORED_PRODUCTS,amzn_ag_00284,Manual Phrase 7,kitchen storage,SPONSORED_PRODUCTS,16241,983,766.93,6.06,0.78,12,948.63,2024-11-14,amazon
amzn_cmp_00029,Holiday Lookalike - Gift Guide SPONSORED_DISPLAY,amzn_ag_00285,Auto 8,kitchen storage,SPONSORED_DISPLAY,676869,40406,5988.08,5.97,0.15,735,80215.88,2024-11-15,amazon
amzn_cmp_00029,Cyber Week Prospecting - Broad SPONSORED_BRANDS,amzn_ag_00286,Manual Phrase 9,competitor ASIN,SPONSORED_BRANDS,124507,4841,5485.98,3.89,1.13,199,8228.79,2024-11-16,amazon
amzn_cmp_00029,Evergreen Lapsed Customers - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00287,Manual Phrase 10,running shoes,SPONSORED_BRANDS_VIDEO,149819,3621,3800.63,2.42,1.05,113,10287.91,2024-11-17,amazon
amzn_cmp_00029,Holiday Prospecting - Gift Guide SPONSORED_BRANDS,amzn_ag_00288,Manual Exact 11,running shoes,SPONSORED_BRANDS,244549,7704,5453.15,3.15,0.71,520,56973.64,2024-11-18,amazon
amzn_cmp_00029,Black Friday Retargeting - Gift Guide SPONSORED_BRANDS,amzn_ag_00289,ASIN Targeting 0,competitor ASIN,SPONSORED_BRANDS,829328,59746,35446.69,7.20,0.59,2390,179536.00,2024-11-19,amazon
amzn_cmp_00029,Evergreen High Intent - Gift Guide SPONSORED_DISPLAY,amzn_ag_00290,Manual Exact 1,running shoes,SPONSORED_DISPLAY,798081,40567,14307.37,5.08,0.35,2909,401968.36,2024-11-20,amazon
amzn_cmp_00030,New Arrivals Retargeting - Value Props SPONSORED_BRANDS_VIDEO,amzn_ag_00291,ASIN Targeting 2,wireless earbuds,SPONSORED_BRANDS_VIDEO,812312,23337,29947.22,2.87,1.28,396,15168.28,2024-11-21,amazon
amzn_cmp_00030,Holiday High Intent - Top Sellers SPONSORED_BRANDS,amzn_ag_00292,ASIN Targeting 3,holiday gifts,SPONSORED_BRANDS,919938,63539,31414.13,6.91,0.49,1450,158528.58,2024-11-22,amazon
amzn_cmp_00030,Holiday Prospecting - Value Props SPONSORED_DISPLAY,amzn_ag_00293,Manual Exact 4,competitor ASIN,SPONSORED_DISPLAY,739309,37415,38305.38,5.06,1.02,528,65437.98,2024-11-23,amazon
amzn_cmp_00030,Loyalty Cart Abandoners - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00294,Manual Exact 5,running shoes,SPONSORED_BRANDS_VIDEO,917525,36879,50177.26,4.02,1.36,1179,168070.08,2024-11-24,amazon
amzn_cmp_00030,Black Friday Retargeting - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00295,Auto 6,kitchen storage,SPONSORED_BRANDS_VIDEO,302134,13088,15169.41,4.33,1.16,138,8195.54,2024-11-25,amazon
amzn_cmp_00030,Evergreen High Intent - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00296,ASIN Targeting 7,running shoes,SPONSORED_BRANDS_VIDEO,332025,7124,17029.42,2.15,2.39,275,39857.50,2024-11-26,amazon
amzn_cmp_00030,Evergreen Prospecting - Gift Guide SPONSORED_DISPLAY,amzn_ag_00297,Manual Exact 8,competitor ASIN,SPONSORED_DISPLAY,683051,39917,29823.96,5.84,0.75,2080,122378.80,2024-11-27,amazon
amzn_cmp_00030,Loyalty High Intent - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00298,ASIN Targeting 9,competitor ASIN,SPONSORED_PRODUCTS,19993,386,1016.43,1.93,2.63,12,1571.99,2024-11-28,amazon
amzn_cmp_00030,New Arrivals Cart Abandoners - Gift Guide SPONSORED_BRANDS,amzn_ag_00299,Manual Phrase 10,holiday gifts,SPONSORED_BRANDS,522255,11004,13871.41,2.11,1.26,825,43382.30,2024-11-29,amazon
amzn_cmp_00030,Evergreen Retargeting - Broad SPONSORED_BRANDS,amzn_ag_00300,Manual Phrase 11,competitor ASIN,SPONSORED_BRANDS,116895,6872,6304.35,5.88,0.92,79,2872.57,2024-11-30,amazon
amzn_cmp_00031,New Arrivals Retargeting - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00301,ASIN Targeting 0,holiday gifts,SPONSORED_BRANDS_VIDEO,407078,26357,8617.08,6.47,0.33,1907,202769.03,2024-11-01,amazon
amzn_cmp_00031,Loyalty High Intent - Top Sellers SPONSORED_BRANDS,amzn_ag_00302,ASIN Targeting 1,kitchen storage,SPONSORED_BRANDS,561857,27050,6949.76,4.81,0.26,537,25476.73,2024-11-02,amazon
amzn_cmp_00031,New Arrivals Retargeting - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00303,Auto 2,kitchen storage,SPONSORED_BRANDS_VIDEO,463404,29927,7077.71,6.46,0.24,638,59271.21,2024-11-03,amazon
amzn_cmp_00031,Loyalty Prospecting - Gift Guide SPONSORED_BRANDS,amzn_ag_00304,Manual Phrase 3,running shoes,SPONSORED_BRANDS,227251,9935,4776.97,4.37,0.48,511,50532.41,2024-11-04,amazon
amzn_cmp_00031,Loyalty Prospecting - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00305,Manual Exact 4,running shoes,SPONSORED_PRODUCTS,537334,1869,15479.16,0.35,8.28,113,15780.17,2024-11-05,amazon
amzn_cmp_00031,New Arrivals Retargeting - Promo Push SPONSORED_DISPLAY,amzn_ag_00306,Manual Exact 5,holiday gifts,SPONSORED_DISPLAY,629833,8155,4959.42,1.29,0.61,426,19994.49,2024-11-06,amazon
amzn_cmp_00031,Black Friday Cart Abandoners - Value Props SPONSORED_BRANDS,amzn_ag_00307,ASIN Targeting 6,running shoes,SPONSORED_BRANDS,219483,9423,6129.20,4.29,0.65,260,21607.63,2024-11-07,amazon
amzn_cmp_00031,New Arrivals Prospecting - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00308,Auto 7,running shoes,SPONSORED_BRANDS_VIDEO,242626,17640,12720.87,7.27,0.72,610,59464.29,2024-11-08,amazon
amzn_cmp_00031,New Arrivals Prospecting - Value Props SPONSORED_BRANDS_VIDEO,amzn_ag_00309,ASIN Targeting 8,holiday gifts,SPONSORED_BRANDS_VIDEO,511765,29734,5464.84,5.81,0.18,1022,133439.72,2024-11-09,amazon
amzn_cmp_00031,Black Friday High Intent - Core Terms SPONSORED_PRODUCTS,amzn_ag_00310,Auto 9,holiday gifts,SPONSORED_PRODUCTS,384271,3783,13929.47,0.98,3.68,104,13746.42,2024-11-10,amazon
amzn_cmp_00032,Holiday Lookalike - Value Props SPONSORED_BRANDS,amzn_ag_00311,Manual Phrase 10,wireless earbuds,SPONSORED_BRANDS,738726,44847,12814.85,6.07,0.29,2787,121642.59,2024-11-11,amazon
amzn_cmp_00032,Holiday Prospecting - Promo Push SPONSORED_BRANDS,amzn_ag_00312,Manual Exact 11,competitor ASIN,SPONSORED_BRANDS,523701,28599,26354.18,5.46,0.92,1630,84861.01,2024-11-12,amazon
amzn_cmp_00032,Black Friday Cart Abandoners - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00313,Manual Exact 0,kitchen storage,SPONSORED_PRODUCTS,285305,15808,6215.73,5.54,0.39,1039,129066.87,2024-11-13,amazon
amzn_cmp_00032,Loyalty Cart Abandoners - Promo Push SPONSORED_PRODUCTS,amzn_ag_00314,Manual Exact 1,competitor ASIN,SPONSORED_PRODUCTS,294177,10868,12562.96,3.69,1.16,448,20481.88,2024-11-14,amazon
amzn_cmp_00032,Loyalty Prospecting - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00315,Manual Phrase 2,running shoes,SPONSORED_BRANDS_VIDEO,620905,15534,19523.08,2.50,1.26,963,76366.92,2024-11-15,amazon
amzn_cmp_00032,New Arrivals Cart Abandoners - Broad SPONSORED_PRODUCTS,amzn_ag_00316,Manual Phrase 3,holiday gifts,SPONSORED_PRODUCTS,112381,1616,1134.36,1.44,0.70,86,11170.40,2024-11-16,amazon
amzn_cmp_00032,New Arrivals Lookalike - Value Props SPONSORED_DISPLAY,amzn_ag_00317,Auto 4,holiday gifts,SPONSORED_DISPLAY,908076,13166,6568.57,1.45,0.50,695,57410.10,2024-11-17,amazon
amzn_cmp_00032,Black Friday Lookalike - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00318,Manual Phrase 5,holiday gifts,SPONSORED_BRANDS_VIDEO,526918,39314,4446.22,7.46,0.11,2703,375269.26,2024-11-18,amazon
amzn_cmp_00032,Evergreen Prospecting - Gift Guide SPONSORED_DISPLAY,amzn_ag_00319,ASIN Targeting 6,kitchen storage,SPONSORED_DISPLAY,836018,64094,25639.65,7.67,0.40,3422,193359.87,2024-11-19,amazon
amzn_cmp_00032,Evergreen High Intent - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00320,ASIN Targeting 7,holiday gifts,SPONSORED_BRANDS_VIDEO,906385,63718,36307.71,7.03,0.57,2715,182180.28,2024-11-20,amazon
amzn_cmp_00033,Evergreen Lapsed Customers - Core Terms SPONSORED_DISPLAY,amzn_ag_00321,ASIN Targeting 8,running shoes,SPONSORED_DISPLAY,656882,42388,35753.36,6.45,0.84,1448,110066.32,2024-11-21,amazon
amzn_cmp_00033,Loyalty Retargeting - Broad SPONSORED_BRANDS,amzn_ag_00322,Auto 9,holiday gifts,SPONSORED_BRANDS,40489,1898,1536.13,4.69,0.81,95,4253.49,2024-11-22,amazon
amzn_cmp_00033,Black Friday High Intent - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00323,Auto 10,competitor ASIN,SPONSORED_BRANDS_VIDEO,445846,27834,23680.18,6.24,0.85,814,92644.28,2024-11-23,amazon
amzn_cmp_00033,Evergreen Lapsed Customers - Promo Push SPONSORED_DISPLAY,amzn_ag_00324,Manual Exact 11,holiday gifts,SPONSORED_DISPLAY,803262,51588,38441.05,6.42,0.75,1000,110770.61,2024-11-24,amazon
amzn_cmp_00033,New Arrivals Lookalike - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00325,Manual Exact 0,wireless earbuds,SPONSORED_BRANDS_VIDEO,715337,55281,13910.23,7.73,0.25,3684,471170.72,2024-11-25,amazon
amzn_cmp_00033,New Arrivals High Intent - Gift Guide SPONSORED_BRANDS,amzn_ag_00326,Manual Phrase 1,holiday gifts,SPONSORED_BRANDS,766812,20809,30242.68,2.71,1.45,236,21614.45,2024-11-26,amazon
amzn_cmp_00033,Loyalty Lookalike - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00327,Manual Exact 2,competitor ASIN,SPONSORED_PRODUCTS,537705,37391,14275.91,6.95,0.38,1858,269679.27,2024-11-27,amazon
amzn_cmp_00033,Loyalty High Intent - Broad SPONSORED_BRANDS,amzn_ag_00328,Manual Exact 3,wireless earbuds,SPONSORED_BRANDS,38222,1937,1199.30,5.07,0.62,39,4746.07,2024-11-28,amazon
amzn_cmp_00033,Black Friday Prospecting - Broad SPONSORED_PRODUCTS,amzn_ag_00329,Auto 4,competitor ASIN,SPONSORED_PRODUCTS,80410,3767,1728.79,4.68,0.46,34,4472.72,2024-11-29,amazon
amzn_cmp_00033,New Arrivals Cart Abandoners - Promo Push SPONSORED_BRANDS,amzn_ag_00330,Auto 5,running shoes,SPONSORED_BRANDS,778758,49543,31423.08,6.36,0.63,2274,303726.99,2024-11-30,amazon
amzn_cmp_00034,Cyber Week Lapsed Customers - Broad SPONSORED_PRODUCTS,amzn_ag_00331,Manual Exact 6,running shoes,SPONSORED_PRODUCTS,452058,29415,16926.47,6.51,0.58,1531,205325.15,2024-11-01,amazon
amzn_cmp_00034,Cyber Week High Intent - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00332,Manual Phrase 7,holiday gifts,SPONSORED_BRANDS_VIDEO,359111,26861,3159.99,7.48,0.12,929,45259.61,2024-11-02,amazon
amzn_cmp_00034,Holiday Retargeting - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00333,Manual Exact 8,holiday gifts,SPONSORED_BRANDS_VIDEO,191142,13710,7860.86,7.17,0.57,617,44756.78,2024-11-03,amazon
amzn_cmp_00034,Loyalty Prospecting - Core Terms SPONSORED_PRODUCTS,amzn_ag_00334,Manual Phrase 9,kitchen storage,SPONSORED_PRODUCTS,74771,2453,3144.74,3.28,1.28,151,13011.52,2024-11-04,amazon
amzn_cmp_00034,Evergreen High Intent - Broad SPONSORED_PRODUCTS,amzn_ag_00335,Manual Exact 10,competitor ASIN,SPONSORED_PRODUCTS,937097,27901,7352.10,2.98,0.26,1448,104287.64,2024-11-05,amazon
amzn_cmp_00034,Black Friday High Intent - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00336,Manual Phrase 11,kitchen storage,SPONSORED_BRANDS_VIDEO,28354,1229,563.62,4.33,0.46,22,2378.14,2024-11-06,amazon
amzn_cmp_00034,Black Friday Cart Abandoners - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00337,Auto 0,competitor ASIN,SPONSORED_PRODUCTS,37059,309,1811.31,0.83,5.86,18,2348.58,2024-11-07,amazon
amzn_cmp_00034,Black Friday Prospecting - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00338,Manual Phrase 1,kitchen storage,SPONSORED_BRANDS_VIDEO,677008,10778,36444.37,1.59,3.38,177,24054.91,2024-11-08,amazon
amzn_cmp_00034,Evergreen Cart Abandoners - Top Sellers SPONSORED_DISPLAY,amzn_ag_00339,Manual Phrase 2,wireless earbuds,SPONSORED_DISPLAY,813593,8996,7554.78,1.11,0.84,206,8551.39,2024-11-09,amazon
amzn_cmp_00034,Loyalty High Intent - Core Terms SPONSORED_PRODUCTS,amzn_ag_00340,Auto 3,wireless earbuds,SPONSORED_PRODUCTS,830032,44682,30338.97,5.38,0.68,2926,297464.84,2024-11-10,amazon
amzn_cmp_00035,Holiday Prospecting - Value Props SPONSORED_PRODUCTS,amzn_ag_00341,ASIN Targeting 4,kitchen storage,SPONSORED_PRODUCTS,731286,11121,5751.76,1.52,0.52,358,39761.00,2024-11-11,amazon
amzn_cmp_00035,Cyber Week High Intent - Value Props SPONSORED_BRANDS,amzn_ag_00342,Manual Exact 5,holiday gifts,SPONSORED_BRANDS,263514,12451,8372.10,4.73,0.67,422,29202.16,2024-11-12,amazon
amzn_cmp_00035,New Arrivals Cart Abandoners - Core Terms SPONSORED_PRODUCTS,amzn_ag_00343,Manual Exact 6,competitor ASIN,SPONSORED_PRODUCTS,650591,28910,22902.42,4.44,0.79,360,18028.27,2024-11-13,amazon
amzn_cmp_00035,Holiday Retargeting - Broad SPONSORED_PRODUCTS,amzn_ag_00344,Manual Phrase 7,holiday gifts,SPONSORED_PRODUCTS,276834,15999,2075.70,5.78,0.13,945,102072.13,2024-11-14,amazon
amzn_cmp_00035,Black Friday Lapsed Customers - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00345,Auto 8,kitchen storage,SPONSORED_BRANDS_VIDEO,892848,60999,44806.87,6.83,0.73,4257,183997.49,2024-11-15,amazon
amzn_cmp_00035,Holiday Cart Abandoners - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00346,Manual Phrase 9,holiday gifts,SPONSORED_BRANDS_VIDEO,803230,14319,22329.60,1.78,1.56,205,29760.57,2024-11-16,amazon
amzn_cmp_00035,Loyalty Cart Abandoners - Value Props SPONSORED_BRANDS,amzn_ag_00347,Auto 10,wireless earbuds,SPONSORED_BRANDS,326964,12864,10417.30,3.93,0.81,458,58796.76,2024-11-17,amazon
amzn_cmp_00035,Evergreen High Intent - Value Props SPONSORED_BRANDS,amzn_ag_00348,Auto 11,competitor ASIN,SPONSORED_BRANDS,118253,4383,6499.40,3.71,1.48,76,9088.41,2024-11-18,amazon
amzn_cmp_00035,Evergreen Lapsed Customers - Value Props SPONSORED_PRODUCTS,amzn_ag_00349,Auto 0,kitchen storage,SPONSORED_PRODUCTS,483344,23068,13897.64,4.77,0.60,1500,81113.24,2024-11-19,amazon
amzn_cmp_00035,Evergreen Retargeting - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00350,Manual Exact 1,wireless earbuds,SPONSORED_BRANDS_VIDEO,503029,35718,24090.71,7.10,0.67,2376,107776.00,2024-11-20,amazon
amzn_cmp_00036,Holiday Lapsed Customers - Promo Push SPONSORED_BRANDS,amzn_ag_00351,Manual Exact 2,competitor ASIN,SPONSORED_BRANDS,410397,5088,15326.90,1.24,3.01,361,31868.35,2024-11-21,amazon
amzn_cmp_00036,Black Friday Cart Abandoners - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00352,ASIN Targeting 3,kitchen storage,SPONSORED_BRANDS_VIDEO,260609,12074,11267.80,4.63,0.93,369,33024.34,2024-11-22,amazon
amzn_cmp_00036,Loyalty Prospecting - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00353,Manual Phrase 4,kitchen storage,SPONSORED_BRANDS_VIDEO,32308,1139,1335.10,3.53,1.17,69,8793.91,2024-11-23,amazon
amzn_cmp_00036,Cyber Week Lookalike - Core Terms SPONSORED_PRODUCTS,amzn_ag_00354,Manual Phrase 5,kitchen storage,SPONSORED_PRODUCTS,751130,52320,10869.73,6.97,0.21,493,19020.94,2024-11-24,amazon
amzn_cmp_00036,Holiday Prospecting - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00355,Auto 6,wireless earbuds,SPONSORED_PRODUCTS,432559,19249,16478.45,4.45,0.86,541,75599.68,2024-11-25,amazon
amzn_cmp_00036,Evergreen Prospecting - Broad SPONSORED_PRODUCTS,amzn_ag_00356,Auto 7,wireless earbuds,SPONSORED_PRODUCTS,429982,27497,22124.40,6.40,0.80,1669,100415.29,2024-11-26,amazon
amzn_cmp_00036,Loyalty Cart Abandoners - Broad SPONSORED_DISPLAY,amzn_ag_00357,Manual Exact 8,kitchen storage,SPONSORED_DISPLAY,147808,4309,5327.92,2.92,1.24,116,11591.08,2024-11-27,amazon
amzn_cmp_00036,Cyber Week Lookalike - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00358,Manual Exact 9,holiday gifts,SPONSORED_PRODUCTS,23751,816,742.14,3.43,0.91,25,3527.26,2024-11-28,amazon
amzn_cmp_00036,Black Friday Cart Abandoners - Value Props SPONSORED_DISPLAY,amzn_ag_00359,ASIN Targeting 10,wireless earbuds,SPONSORED_DISPLAY,783505,38299,32360.93,4.89,0.84,1814,168741.16,2024-11-29,amazon
amzn_cmp_00036,Black Friday Retargeting - Broad SPONSORED_BRANDS,amzn_ag_00360,Auto 11,kitchen storage,SPONSORED_BRANDS,490931,25317,13527.50,5.16,0.53,711,77263.94,2024-11-30,amazon
amzn_cmp_00037,Loyalty Lapsed Customers - Top Sellers SPONSORED_BRANDS,amzn_ag_00361,Manual Exact 0,wireless earbuds,SPONSORED_BRANDS,686513,39525,36966.06,5.76,0.94,2835,326773.05,2024-11-01,amazon
amzn_cmp_00037,Cyber Week Lapsed Customers - Gift Guide SPONSORED_DISPLAY,amzn_ag_00362,Manual Exact 1,running shoes,SPONSORED_DISPLAY,128110,9600,6123.45,7.49,0.64,257,24133.01,2024-11-02,amazon
amzn_cmp_00037,Loyalty Lapsed Customers - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00363,Manual Phrase 2,kitchen storage,SPONSORED_BRANDS_VIDEO,557533,16228,12474.91,2.91,0.77,287,39622.33,2024-11-03,amazon
amzn_cmp_00037,Loyalty High Intent - Value Props SPONSORED_DISPLAY,amzn_ag_00364,Auto 3,running shoes,SPONSORED_DISPLAY,27912,866,990.04,3.10,1.14,24,2432.85,2024-11-04,amazon
amzn_cmp_00037,Evergreen Cart Abandoners - Value Props SPONSORED_BRANDS_VIDEO,amzn_ag_00365,Manual Phrase 4,holiday gifts,SPONSORED_BRANDS_VIDEO,339921,22723,13713.42,6.68,0.60,1454,114185.73,2024-11-05,amazon
amzn_cmp_00037,New Arrivals Prospecting - Value Props SPONSORED_PRODUCTS,amzn_ag_00366,Manual Phrase 5,competitor ASIN,SPONSORED_PRODUCTS,373390,13296,18949.90,3.56,1.43,841,48329.80,2024-11-06,amazon
amzn_cmp_00037,New Arrivals High Intent - Broad SPONSORED_DISPLAY,amzn_ag_00367,Manual Phrase 6,running shoes,SPONSORED_DISPLAY,866517,8012,38405.82,0.92,4.79,452,21543.05,2024-11-07,amazon
amzn_cmp_00037,Black Friday Cart Abandoners - Broad SPONSORED_PRODUCTS,amzn_ag_00368,Auto 7,kitchen storage,SPONSORED_PRODUCTS,903563,63101,26711.16,6.98,0.42,1268,108826.99,2024-11-08,amazon
amzn_cmp_00037,Evergreen Prospecting - Gift Guide SPONSORED_DISPLAY,amzn_ag_00369,Auto 8,wireless earbuds,SPONSORED_DISPLAY,784886,39567,39193.55,5.04,0.99,1709,159643.14,2024-11-09,amazon
amzn_cmp_00037,Black Friday Cart Abandoners - Value Props SPONSORED_BRANDS_VIDEO,amzn_ag_00370,Auto 9,competitor ASIN,SPONSORED_BRANDS_VIDEO,209495,4432,10388.86,2.12,2.34,66,7181.98,2024-11-10,amazon
amzn_cmp_00038,Cyber Week Prospecting - Gift Guide SPONSORED_BRANDS,amzn_ag_00371,Manual Exact 10,competitor ASIN,SPONSORED_BRANDS,779096,46427,19538.46,5.96,0.42,2343,90466.54,2024-11-11,amazon
amzn_cmp_00038,New Arrivals Lapsed Customers - Core Terms SPONSORED_PRODUCTS,amzn_ag_00372,Manual Phrase 11,holiday gifts,SPONSORED_PRODUCTS,508082,33525,15343.92,6.60,0.46,441,47818.60,2024-11-12,amazon
amzn_cmp_00038,Evergreen Cart Abandoners - Broad SPONSORED_BRANDS,amzn_ag_00373,ASIN Targeting 0,holiday gifts,SPONSORED_BRANDS,253303,1165,9372.40,0.46,8.04,45,2770.79,2024-11-13,amazon
amzn_cmp_00038,New Arrivals Lapsed Customers - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00374,Manual Phrase 1,kitchen storage,SPONSORED_BRANDS_VIDEO,377054,10000,3021.17,2.65,0.30,766,108877.99,2024-11-14,amazon
amzn_cmp_00038,Cyber Week Prospecting - Value Props SPONSORED_BRANDS,amzn_ag_00375,Auto 2,wireless earbuds,SPONSORED_BRANDS,679624,18086,11424.16,2.66,0.63,490,46065.28,2024-11-15,amazon
amzn_cmp_00038,New Arrivals Cart Abandoners - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00376,Manual Phrase 3,wireless earbuds,SPONSORED_BRANDS_VIDEO,676485,8305,5707.13,1.23,0.69,267,34043.01,2024-11-16,amazon
amzn_cmp_00038,Evergreen Lookalike - Value Props SPONSORED_DISPLAY,amzn_ag_00377,Manual Phrase 4,competitor ASIN,SPONSORED_DISPLAY,574642,17845,21962.29,3.11,1.23,415,21308.90,2024-11-17,amazon
