Campaign ID,Campaign Name,Ad Group ID,Ad Group Name,Creative ID,Creative Name,Advertiser ID,Advertiser Name,Channel,Impressions,Clicks,Advertiser Cost (Adv Currency),CTR,CPM,CPC,Total Conversions,Date,platform
ttd_cmp_00018,New Arrivals High Intent - Broad Native,ttd_ag_00249,Retargeting Native,ttd_cr_00249,Native Creative 8,998877,Northstar Retail,Native,555224,41210,21079.11,7.42,37.97,0.51,2501,2024-11-09,ttd
ttd_cmp_00018,Cyber Week Prospecting - Broad Display,ttd_ag_00250,Retargeting Display,ttd_cr_00250,Display Creative 9,998877,Northstar Retail,Display,475842,27626,9619.60,5.81,20.22,0.35,774,2024-11-10,ttd
ttd_cmp_00018,Loyalty Retargeting - Gift Guide Display,ttd_ag_00251,Contextual Display,ttd_cr_00251,Display Creative 0,998877,Northstar Retail,Display,629004,27423,11080.00,4.36,17.62,0.40,1194,2024-11-11,ttd
ttd_cmp_00018,Cyber Week Lapsed Customers - Core Terms Display,ttd_ag_00252,Retargeting Display,ttd_cr_00252,Display Creative 1,998877,Northstar Retail,Display,201913,5570,4341.09,2.76,21.50,0.78,290,2024-11-12,ttd
ttd_cmp_00019,Holiday High Intent - Broad CTV,ttd_ag_00253,Lookalike CTV,ttd_cr_00253,CTV Creative 2,998877,Northstar Retail,CTV,649758,31023,17322.60,4.77,26.66,0.56,1584,2024-11-13,ttd
ttd_cmp_00019,Black Friday Retargeting - Gift Guide Audio,ttd_ag_00254,Contextual Audio,ttd_cr_00254,Audio Creative 3,998877,Northstar Retail,Audio,626269,40973,12520.65,6.54,19.99,0.31,2421,2024-11-14,ttd
ttd_cmp_00019,Black Friday Prospecting - Broad Online Video,ttd_ag_00255,Contextual Online Video,ttd_cr_00255,Online Video Creative 4,998877,Northstar Retail,Online Video,408777,8925,17465.97,2.18,42.73,1.96,106,2024-11-15,ttd
ttd_cmp_00019,Cyber Week Lookalike - Promo Push Online Video,ttd_ag_00256,Lookalike Online Video,ttd_cr_00256,Online Video Creative 5,998877,Northstar Retail,Online Video,521912,39340,10271.60,7.54,19.68,0.26,2505,2024-11-16,ttd
ttd_cmp_00019,Loyalty High Intent - Broad CTV,ttd_ag_00257,Retargeting CTV,ttd_cr_00257,CTV Creative 6,998877,Northstar Retail,CTV,426934,7016,4978.57,1.64,11.66,0.71,439,2024-11-17,ttd
ttd_cmp_00019,Evergreen Retargeting - Value Props Online Video,ttd_ag_00258,Retargeting Online Video,ttd_cr_00258,Online Video Creative 7,998877,Northstar Retail,Online Video,655383,43354,9739.02,6.61,14.86,0.22,895,2024-11-18,ttd
ttd_cmp_00019,Evergreen High Intent - Gift Guide Audio,ttd_ag_00259,Behavioral Audio,ttd_cr_00259,Audio Creative 8,998877,Northstar Retail,Audio,659458,28802,35855.56,4.37,54.37,1.24,1422,2024-11-19,ttd
ttd_cmp_00019,New Arrivals Retargeting - Top Sellers Display,ttd_ag_00260,Behavioral Display,ttd_cr_00260,Display Creative 9,998877,Northstar Retail,Display,169246,2753,8577.67,1.63,50.68,3.12,89,2024-11-20,ttd
ttd_cmp_00019,Cyber Week High Intent - Gift Guide CTV,ttd_ag_00261,Retargeting CTV,ttd_cr_00261,CTV Creative 0,998877,Northstar Retail,CTV,487197,10976,21586.14,2.25,44.31,1.97,749,2024-11-21,ttd
ttd_cmp_00019,Holiday Lapsed Customers - Top Sellers Display,ttd_ag_00262,Retargeting Display,ttd_cr_00262,Display Creative 1,998877,Northstar Retail,Display,60211,584,481.69,0.97,8.00,0.82,21,2024-11-22,ttd
ttd_cmp_00019,Loyalty Lapsed Customers - Value Props Audio,ttd_ag_00263,Retargeting Audio,ttd_cr_00263,Audio Creative 2,998877,Northstar Retail,Audio,272869,18494,2173.22,6.78,7.96,0.12,583,2024-11-23,ttd
ttd_cmp_00019,Black Friday Cart Abandoners - Promo Push CTV,ttd_ag_00264,Contextual CTV,ttd_cr_00264,CTV Creative 3,998877,Northstar Retail,CTV,706947,33291,32206.99,4.71,45.56,0.97,746,2024-11-24,ttd
ttd_cmp_00019,Holiday Retargeting - Core Terms Online Video,ttd_ag_00265,Retargeting Online Video,ttd_cr_00265,Online Video Creative 4,998877,Northstar Retail,Online Video,723272,44721,33818.50,6.18,46.76,0.76,877,2024-11-25,ttd
ttd_cmp_00019,New Arrivals Lookalike - Value Props Display,ttd_ag_00266,Behavioral Display,ttd_cr_00266,Display Creative 5,998877,Northstar Retail,Display,648751,27795,14327.41,4.28,22.08,0.52,1691,2024-11-26,ttd
ttd_cmp_00020,New Arrivals Retargeting - Value Props Display,ttd_ag_00267,Behavioral Display,ttd_cr_00267,Display Creative 6,998877,Northstar Retail,Display,545095,36753,17839.03,6.74,32.73,0.49,2537,2024-11-27,ttd
ttd_cmp_00020,Holiday Retargeting - Value Props Audio,ttd_ag_00268,Contextual Audio,ttd_cr_00268,Audio Creative 7,998877,Northstar Retail,Audio,74469,4605,762.69,6.18,10.24,0.17,193,2024-11-28,ttd
ttd_cmp_00020,Black Friday Cart Abandoners - Value Props Native,ttd_ag_00269,Contextual Native,ttd_cr_00269,Native Creative 8,998877,Northstar Retail,Native,934027,63892,19804.84,6.84,21.20,0.31,2872,2024-11-29,ttd
ttd_cmp_00020,Cyber Week Lapsed Customers - Value Props CTV,ttd_ag_00270,Retargeting CTV,ttd_cr_00270,CTV Creative 9,998877,Northstar Retail,CTV,838725,45766,16224.27,5.46,19.34,0.35,2565,2024-11-30,ttd
ttd_cmp_00020,Holiday Prospecting - Broad CTV,ttd_ag_00271,Contextual CTV,ttd_cr_00271,CTV Creative 0,998877,Northstar Retail,CTV,722590,31652,33834.40,4.38,46.82,1.07,2292,2024-11-01,ttd
ttd_cmp_00020,Evergreen Retargeting - Promo Push Display,ttd_ag_00272,Retargeting Display,ttd_cr_00272,Display Creative 1,998877,Northstar Retail,Display,424023,22800,16485.29,5.38,38.88,0.72,1378,2024-11-02,ttd
ttd_cmp_00020,Cyber Week Lookalike - Broad Audio,ttd_ag_00273,Contextual Audio,ttd_cr_00273,Audio Creative 2,998877,Northstar Retail,Audio,666848,30700,33889.79,4.60,50.82,1.10,1261,2024-11-03,ttd
ttd_cmp_00020,Cyber Week Lapsed Customers - Promo Push Native,ttd_ag_00274,Retargeting Native,ttd_cr_00274,Native Creative 3,998877,Northstar Retail,Native,478771,31152,16439.29,6.51,34.34,0.53,1470,2024-11-04,ttd
ttd_cmp_00020,Loyalty Cart Abandoners - Core Terms Native,ttd_ag_00275,Contextual Native,ttd_cr_00275,Native Creative 4,998877,Northstar Retail,Native,50321,3668,2208.09,7.29,43.88,0.60,123,2024-11-05,ttd
ttd_cmp_00020,Loyalty High Intent - Broad CTV,ttd_ag_00276,Lookalike CTV,ttd_cr_00276,CTV Creative 5,998877,Northstar Retail,CTV,138527,7821,6495.52,5.65,46.89,0.83,413,2024-11-06,ttd
ttd_cmp_00020,New Arrivals Lapsed Customers - Value Props Native,ttd_ag_00277,Behavioral Native,ttd_cr_00277,Native Creative 6,998877,Northstar Retail,Native,197586,15216,2644.64,7.70,13.38,0.17,382,2024-11-07,ttd
ttd_cmp_00020,Loyalty Cart Abandoners - Promo Push Online Video,ttd_ag_00278,Contextual Online Video,ttd_cr_00278,Online Video Creative 7,998877,Northstar Retail,Online Video,400468,21181,18266.50,5.29,45.61,0.86,687,2024-11-08,ttd
ttd_cmp_00020,Loyalty Retargeting - Promo Push Audio,ttd_ag_00279,Behavioral Audio,ttd_cr_00279,Audio Creative 8,998877,Northstar Retail,Audio,440530,20642,7691.54,4.69,17.46,0.37,1157,2024-11-09,ttd
ttd_cmp_00020,New Arrivals Retargeting - Promo Push Online Video,ttd_ag_00280,Behavioral Online Video,ttd_cr_00280,Online Video Creative 9,998877,Northstar Retail,Online Video,101021,1084,784.11,1.07,7.76,0.72,37,2024-11-10,ttd
ttd_cmp_00021,New Arrivals High Intent - Top Sellers Display,ttd_ag_00281,Behavioral Display,ttd_cr_00281,Display Creative 0,998877,Northstar Retail,Display,64564,675,1500.24,1.05,23.24,2.22,15,2024-11-11,ttd
ttd_cmp_00021,Cyber Week Prospecting - Top Sellers Online Video,ttd_ag_00282,Behavioral Online Video,ttd_cr_00282,Online Video Creative 1,998877,Northstar Retail,Online Video,301593,2812,5920.59,0.93,19.63,2.11,93,2024-11-12,ttd
ttd_cmp_00021,New Arrivals Prospecting - Promo Push Native,ttd_ag_00283,Lookalike Native,ttd_cr_00283,Native Creative 2,998877,Northstar Retail,Native,273937,19373,12482.74,7.07,45.57,0.64,340,2024-11-13,ttd
ttd_cmp_00021,New Arrivals Retargeting - Broad Native,ttd_ag_00284,Lookalike Native,ttd_cr_00284,Native Creative 3,998877,Northstar Retail,Native,306797,1897,10363.40,0.62,33.78,5.46,124,2024-11-14,ttd
ttd_cmp_00021,Loyalty Prospecting - Gift Guide Display,ttd_ag_00285,Lookalike Display,ttd_cr_00285,Display Creative 4,998877,Northstar Retail,Display,532691,20109,12530.77,3.77,23.52,0.62,1225,2024-11-15,ttd
ttd_cmp_00021,Cyber Week Prospecting - Top Sellers Native,ttd_ag_00286,Lookalike Native,ttd_cr_00286,Native Creative 5,998877,Northstar Retail,Native,907280,37108,39895.27,4.09,43.97,1.08,693,2024-11-16,ttd
ttd_cmp_00021,Holiday Prospecting - Top Sellers Online Video,ttd_ag_00287,Lookalike Online Video,ttd_cr_00287,Online Video Creative 6,998877,Northstar Retail,Online Video,913948,12005,27315.32,1.31,29.89,2.28,186,2024-11-17,ttd
ttd_cmp_00021,Evergreen Cart Abandoners - Top Sellers Native,ttd_ag_00288,Retargeting Native,ttd_cr_00288,Native Creative 7,998877,Northstar Retail,Native,132312,9233,2678.76,6.98,20.25,0.29,539,2024-11-18,ttd
ttd_cmp_00021,Cyber Week Retargeting - Top Sellers Native,ttd_ag_00289,Lookalike Native,ttd_cr_00289,Native Creative 8,998877,Northstar Retail,Native,140017,2394,2830.64,1.71,20.22,1.18,45,2024-11-19,ttd
ttd_cmp_00021,Cyber Week Prospecting - Broad Native,ttd_ag_00290,Retargeting Native,ttd_cr_00290,Native Creative 9,998877,Northstar Retail,Native,670632,12668,20036.10,1.89,29.88,1.58,136,2024-11-20,ttd
ttd_cmp_00021,New Arrivals Lookalike - Core Terms Audio,ttd_ag_00291,Contextual Audio,ttd_cr_00291,Audio Creative 0,998877,Northstar Retail,Audio,465964,8576,10154.42,1.84,21.79,1.18,199,2024-11-21,ttd
ttd_cmp_00021,Black Friday Prospecting - Top Sellers CTV,ttd_ag_00292,Contextual CTV,ttd_cr_00292,CTV Creative 1,998877,Northstar Retail,CTV,860203,65081,40172.13,7.57,46.70,0.62,1677,2024-11-22,ttd
ttd_cmp_00021,Black Friday Lookalike - Promo Push CTV,ttd_ag_00293,Lookalike CTV,ttd_cr_00293,CTV Creative 2,998877,Northstar Retail,CTV,520186,38032,16840.19,7.31,32.37,0.44,1667,2024-11-23,ttd
ttd_cmp_00021,Loyalty Retargeting - Gift Guide Native,ttd_ag_00294,Behavioral Native,ttd_cr_00294,Native Creative 3,998877,Northstar Retail,Native,345265,26728,13988.07,7.74,40.51,0.52,223,2024-11-24,ttd
ttd_cmp_00022,Holiday Lookalike - Broad Native,ttd_ag_00295,Lookalike Native,ttd_cr_00295,Native Creative 4,998877,Northstar Retail,Native,748658,35874,37039.91,4.79,49.48,1.03,1488,2024-11-25,ttd
ttd_cmp_00022,Cyber Week Cart Abandoners - Value Props Display,ttd_ag_00296,Behavioral Display,ttd_cr_00296,Display Creative 5,998877,Northstar Retail,Display,260916,7867,2765.09,3.01,10.60,0.35,347,2024-11-26,ttd
ttd_cmp_00022,Black Friday Lapsed Customers - Promo Push Audio,ttd_ag_00297,Lookalike Audio,ttd_cr_00297,Audio Creative 6,998877,Northstar Retail,Audio,44246,2178,546.92,4.92,12.36,0.25,119,2024-11-27,ttd
ttd_cmp_00022,New Arrivals Lapsed Customers - Promo Push CTV,ttd_ag_00298,Contextual CTV,ttd_cr_00298,CTV Creative 7,998877,Northstar Retail,CTV,284915,3521,8493.73,1.24,29.81,2.41,82,2024-11-28,ttd
ttd_cmp_00022,Evergreen High Intent - Core Terms Native,ttd_ag_00299,Retargeting Native,ttd_cr_00299,Native Creative 8,998877,Northstar Retail,Native,352107,9469,16284.28,2.69,46.25,1.72,316,2024-11-29,ttd
ttd_cmp_00022,New Arrivals Retargeting - Gift Guide Audio,ttd_ag_00300,Contextual Audio,ttd_cr_00300,Audio Creative 9,998877,Northstar Retail,Audio,389479,11992,6487.58,3.08,16.66,0.54,159,2024-11-30,ttd
ttd_cmp_00022,Black Friday Cart Abandoners - Core Terms Native,ttd_ag_00301,Lookalike Native,ttd_cr_00301,Native Creative 0,998877,Northstar Retail,Native,742594,47302,18593.46,6.37,25.04,0.39,609,2024-11-01,ttd
ttd_cmp_00022,Holiday Cart Abandoners - Top Sellers Native,ttd_ag_00302,Lookalike Native,ttd_cr_00302,Native Creative 1,998877,Northstar Retail,Native,237816,6934,10600.74,2.92,44.58,1.53,324,2024-11-02,ttd
ttd_cmp_00022,Black Friday Retargeting - Value Props CTV,ttd_ag_00303,Contextual CTV,ttd_cr_00303,CTV Creative 2,998877,Northstar Retail,CTV,230753,14960,7803.15,6.48,33.82,0.52,274,2024-11-03,ttd
ttd_cmp_00022,Evergreen Lookalike - Top Sellers CTV,ttd_ag_00304,Behavioral CTV,ttd_cr_00304,CTV Creative 3,998877,Northstar Retail,CTV,512414,33851,4008.46,6.61,7.82,0.12,1512,2024-11-04,ttd
ttd_cmp_00022,Holiday Lookalike - Core Terms CTV,ttd_ag_00305,Behavioral CTV,ttd_cr_00305,CTV Creative 4,998877,Northstar Retail,CTV,287113,2045,5644.44,0.71,19.66,2.76,45,2024-11-05,ttd
ttd_cmp_00022,Cyber Week Lapsed Customers - Value Props Audio,ttd_ag_00306,Behavioral Audio,ttd_cr_00306,Audio Creative 5,998877,Northstar Retail,Audio,139388,8123,1283.48,5.83,9.21,0.16,370,2024-11-06,ttd
ttd_cmp_00022,Evergreen Prospecting - Promo Push Native,ttd_ag_00307,Retargeting Native,ttd_cr_00307,Native Creative 6,998877,Northstar Retail,Native,838777,19493,37253.45,2.32,44.41,1.91,1444,2024-11-07,ttd
ttd_cmp_00022,Loyalty Lapsed Customers - Promo Push Audio,ttd_ag_00308,Contextual Audio,ttd_cr_00308,Audio Creative 7,998877,Northstar Retail,Audio,349143,22568,13730.44,6.46,39.33,0.61,311,2024-11-08,ttd
ttd_cmp_00023,Evergreen Lookalike - Value Props Display,ttd_ag_00309,Lookalike Display,ttd_cr_00309,Display Creative 8,998877,Northstar Retail,Display,887337,21240,38049.92,2.39,42.88,1.79,338,2024-11-09,ttd
ttd_cmp_00023,Cyber Week Prospecting - Gift Guide CTV,ttd_ag_00310,Behavioral CTV,ttd_cr_00310,CTV Creative 9,998877,Northstar Retail,CTV,621906,23988,8198.86,3.86,13.18,0.34,312,2024-11-10,ttd
ttd_cmp_00023,Loyalty Lookalike - Top Sellers Online Video,ttd_ag_00311,Contextual Online Video,ttd_cr_00311,Online Video Creative 0,998877,Northstar Retail,Online Video,446329,6285,22602.30,1.41,50.64,3.60,132,2024-11-11,ttd
ttd_cmp_00023,Evergreen Lookalike - Value Props Online Video,ttd_ag_00312,Lookalike Online Video,ttd_cr_00312,Online Video Creative 1,998877,Northstar Retail,Online Video,623336,2642,6160.50,0.42,9.88,2.33,198,2024-11-12,ttd
ttd_cmp_00023,Loyalty Cart Abandoners - Gift Guide CTV,ttd_ag_00313,Lookalike CTV,ttd_cr_00313,CTV Creative 2,998877,Northstar Retail,CTV,317047,20967,11513.40,6.61,36.31,0.55,989,2024-11-13,ttd
ttd_cmp_00023,Loyalty Prospecting - Core Terms CTV,ttd_ag_00314,Lookalike CTV,ttd_cr_00314,CTV Creative 3,998877,Northstar Retail,CTV,547619,18962,5615.82,3.46,10.25,0.30,300,2024-11-14,ttd
ttd_cmp_00023,Cyber Week Retargeting - Top Sellers Native,ttd_ag_00315,Lookalike Native,ttd_cr_00315,Native Creative 4,998877,Northstar Retail,Native,271840,3193,6058.56,1.17,22.29,1.90,59,2024-11-15,ttd
ttd_cmp_00023,Holiday Retargeting - Promo Push Online Video,ttd_ag_00316,Retargeting Online Video,ttd_cr_00316,Online Video Creative 5,998877,Northstar Retail,Online Video,187165,12572,10249.10,6.72,54.76,0.82,557,2024-11-16,ttd
ttd_cmp_00023,Black Friday High Intent - Value Props Audio,ttd_ag_00317,Contextual Audio,ttd_cr_00317,Audio Creative 6,998877,Northstar Retail,Audio,572906,18123,5145.27,3.16,8.98,0.28,686,2024-11-17,ttd
ttd_cmp_00023,Black Friday Cart Abandoners - Promo Push Audio,ttd_ag_00318,Behavioral Audio,ttd_cr_00318,Audio Creative 7,998877,Northstar Retail,Audio,760444,40943,30582.26,5.38,40.22,0.75,1912,2024-11-18,ttd
ttd_cmp_00023,Black Friday High Intent - Gift Guide Native,ttd_ag_00319,Lookalike Native,ttd_cr_00319,Native Creative 8,998877,Northstar Retail,Native,941427,49862,41543.36,5.30,44.13,0.83,1164,2024-11-19,ttd
ttd_cmp_00023,Holiday High Intent - Broad Online Video,ttd_ag_00320,Lookalike Online Video,ttd_cr_00320,Online Video Creative 9,998877,Northstar Retail,Online Video,936171,5525,9189.13,0.59,9.82,1.66,64,2024-11-20,ttd
ttd_cmp_00023,New Arrivals Retargeting - Broad Online Video,ttd_ag_00321,Behavioral Online Video,ttd_cr_00321,Online Video Creative 0,998877,Northstar Retail,Online Video,343890,9558,17994.79,2.78,52.33,1.88,497,2024-11-21,ttd
ttd_cmp_00023,Evergreen High Intent - Value Props CTV,ttd_ag_00322,Contextual CTV,ttd_cr_00322,CTV Creative 1,998877,Northstar Retail,CTV,263070,2790,3837.66,1.06,14.59,1.38,173,2024-11-22,ttd
ttd_cmp_00024,Cyber Week High Intent - Promo Push CTV,ttd_ag_00323,Contextual CTV,ttd_cr_00323,CTV Creative 2,998877,Northstar Retail,CTV,815887,32548,7493.77,3.99,9.18,0.23,1999,2024-11-23,ttd
ttd_cmp_00024,New Arrivals Lapsed Customers - Promo Push Audio,ttd_ag_00324,Retargeting Audio,ttd_cr_00324,Audio Creative 3,998877,Northstar Retail,Audio,25064,172,1308.71,0.69,52.21,7.61,11,2024-11-24,ttd
ttd_cmp_00024,Loyalty Cart Abandoners - Top Sellers Audio,ttd_ag_00325,Lookalike Audio,ttd_cr_00325,Audio Creative 4,998877,Northstar Retail,Audio,484986,26551,11187.93,5.47,23.07,0.42,1760,2024-11-25,ttd
ttd_cmp_00024,Evergreen Lookalike - Gift Guide CTV,ttd_ag_00326,Lookalike CTV,ttd_cr_00326,CTV Creative 5,998877,Northstar Retail,CTV,682165,13822,30288.03,2.03,44.40,2.19,496,2024-11-26,ttd
ttd_cmp_00024,Holiday High Intent - Broad Native,ttd_ag_00327,Contextual Native,ttd_cr_00327,Native Creative 6,998877,Northstar Retail,Native,831117,38992,8804.70,4.69,10.59,0.23,2340,2024-11-27,ttd
ttd_cmp_00024,Black Friday Lapsed Customers - Value Props Native,ttd_ag_00328,Behavioral Native,ttd_cr_00328,Native Creative 7,998877,Northstar Retail,Native,251617,6594,6157.49,2.62,24.47,0.93,163,2024-11-28,ttd
ttd_cmp_00024,Evergreen Lapsed Customers - Value Props CTV,ttd_ag_00329,Lookalike CTV,ttd_cr_00329,CTV Creative 8,998877,Northstar Retail,CTV,462193,15483,23046.60,3.35,49.86,1.49,889,2024-11-29,ttd
ttd_cmp_00024,New Arrivals Cart Abandoners - Value Props Online Video,ttd_ag_00330,Behavioral Online Video,ttd_cr_00330,Online Video Creative 9,998877,Northstar Retail,Online Video,739266,42259,14368.55,5.72,19.44,0.34,2735,2024-11-30,ttd
ttd_cmp_00024,Black Friday High Intent - Core Terms Native,ttd_ag_00331,Lookalike Native,ttd_cr_00331,Native Creative 0,998877,Northstar Retail,Native,693990,38480,29973.21,5.54,43.19,0.78,614,2024-11-01,ttd
ttd_cmp_00024,Evergreen Lapsed Customers - Broad Audio,ttd_ag_00332,Lookalike Audio,ttd_cr_00332,Audio Creative 1,998877,Northstar Retail,Audio,845398,50571,17953.21,5.98,21.24,0.36,3772,2024-11-02,ttd
ttd_cmp_00024,Cyber Week Lookalike - Promo Push Audio,ttd_ag_00333,Contextual Audio,ttd_cr_00333,Audio Creative 2,998877,Northstar Retail,Audio,919139,10173,48542.02,1.11,52.81,4.77,117,2024-11-03,ttd
ttd_cmp_00024,Cyber Week Lapsed Customers - Core Terms Audio,ttd_ag_00334,Lookalike Audio,ttd_cr_00334,Audio Creative 3,998877,Northstar Retail,Audio,197948,1154,5438.22,0.58,27.47,4.71,65,2024-11-04,ttd
ttd_cmp_00024,Evergreen Prospecting - Top Sellers Online Video,ttd_ag_00335,Behavioral Online Video,ttd_cr_00335,Online Video Creative 4,998877,Northstar Retail,Online Video,787621,9703,43069.53,1.23,54.68,4.44,313,2024-11-05,ttd
ttd_cmp_00024,New Arrivals Prospecting - Core Terms Online Video,ttd_ag_00336,Retargeting Online Video,ttd_cr_00336,Online Video Creative 5,998877,Northstar Retail,Online Video,467038,31567,20306.57,6.76,43.48,0.64,1210,2024-11-06,ttd
ttd_cmp_00025,Evergreen High Intent - Broad CTV,ttd_ag_00337,Retargeting CTV,ttd_cr_00337,CTV Creative 6,998877,Northstar Retail,CTV,402204,11883,16889.94,2.95,41.99,1.42,906,2024-11-07,ttd
ttd_cmp_00025,Cyber Week Lapsed Customers - Value Props Native,ttd_ag_00338,Retargeting Native,ttd_cr_00338,Native Creative 7,998877,Northstar Retail,Native,573234,30950,30517.40,5.40,53.24,0.99,1699,2024-11-08,ttd
ttd_cmp_00025,New Arrivals Lookalike - Gift Guide Online Video,ttd_ag_00339,Retargeting Online Video,ttd_cr_00339,Online Video Creative 8,998877,Northstar Retail,Online Video,916147,26239,19323.13,2.86,21.09,0.74,678,2024-11-09,ttd
ttd_cmp_00025,Black Friday Lookalike - Top Sellers CTV,ttd_ag_00340,Behavioral CTV,ttd_cr_00340,CTV Creative 9,998877,Northstar Retail,CTV,556908,40553,18635.05,7.28,33.46,0.46,1953,2024-11-10,ttd
ttd_cmp_00025,Loyalty Cart Abandoners - Gift Guide CTV,ttd_ag_00341,Behavioral CTV,ttd_cr_00341,CTV Creative 0,998877,Northstar Retail,CTV,924789,40904,23959.58,4.42,25.91,0.59,522,2024-11-11,ttd
ttd_cmp_00025,Evergreen Cart Abandoners - Gift Guide Audio,ttd_ag_00342,Lookalike Audio,ttd_cr_00342,Audio Creative 1,998877,Northstar Retail,Audio,709298,53521,14286.07,7.55,20.14,0.27,810,2024-11-12,ttd
ttd_cmp_00025,Loyalty Cart Abandoners - Promo Push Online Video,ttd_ag_00343,Behavioral Online Video,ttd_cr_00343,Online Video Creative 2,998877,Northstar Retail,Online Video,17476,375,380.25,2.15,21.76,1.01,27,2024-11-13,ttd
ttd_cmp_00025,Loyalty Lookalike - Broad Audio,ttd_ag_00344,Behavioral Audio,ttd_cr_00344,Audio Creative 3,998877,Northstar Retail,Audio,85784,404,1172.29,0.47,13.67,2.90,12,2024-11-14,ttd
ttd_cmp_00025,Cyber Week High Intent - Promo Push Audio,ttd_ag_00345,Contextual Audio,ttd_cr_00345,Audio Creative 4,998877,Northstar Retail,Audio,789326,34773,6285.40,4.41,7.96,0.18,1835,2024-11-15,ttd
ttd_cmp_00025,Evergreen Lookalike - Core Terms Audio,ttd_ag_00346,Retargeting Audio,ttd_cr_00346,Audio Creative 5,998877,Northstar Retail,Audio,902106,69626,40287.15,7.72,44.66,0.58,4984,2024-11-16,ttd
ttd_cmp_00025,Black Friday Lookalike - Promo Push Native,ttd_ag_00347,Contextual Native,ttd_cr_00347,Native Creative 6,998877,Northstar Retail,Native,184176,1912,8874.97,1.04,48.19,4.64,82,2024-11-17,ttd
ttd_cmp_00025,Cyber Week Lapsed Customers - Top Sellers CTV,ttd_ag_00348,Behavioral CTV,ttd_cr_00348,CTV Creative 7,998877,Northstar Retail,CTV,314284,8729,16346.92,2.78,52.01,1.87,249,2024-11-18,ttd
ttd_cmp_00025,Loyalty Lapsed Customers - Gift Guide Online Video,ttd_ag_00349,Lookalike Online Video,ttd_cr_00349,Online Video Creative 8,998877,Northstar Retail,Online Video,601946,2640,22738.92,0.44,37.78,8.61,46,2024-11-19,ttd
ttd_cmp_00025,Evergreen Prospecting - Value Props Online Video,ttd_ag_00350,Behavioral Online Video,ttd_cr_00350,Online Video Creative 9,998877,Northstar Retail,Online Video,347406,12716,17778.71,3.66,51.18,1.40,211,2024-11-20,ttd
ttd_cmp_00026,New Arrivals Lookalike - Core Terms Audio,ttd_ag_00351,Behavioral Audio,ttd_cr_00351,Audio Creative 0,998877,Northstar Retail,Audio,532702,28432,25851.73,5.34,48.53,0.91,1627,2024-11-21,ttd
ttd_cmp_00026,New Arrivals Prospecting - Core Terms CTV,ttd_ag_00352,Retargeting CTV,ttd_cr_00352,CTV Creative 1,998877,Northstar Retail,CTV,826868,54468,29153.87,6.59,35.26,0.54,3773,2024-11-22,ttd
ttd_cmp_00026,Black Friday Lookalike - Top Sellers CTV,ttd_ag_00353,Lookalike CTV,ttd_cr_00353,CTV Creative 2,998877,Northstar Retail,CTV,24045,1384,1059.87,5.75,44.08,0.77,41,2024-11-23,ttd
ttd_cmp_00026,New Arrivals Lapsed Customers - Value Props Display,ttd_ag_00354,Contextual Display,ttd_cr_00354,Display Creative 3,998877,Northstar Retail,Display,231643,4365,3203.51,1.88,13.83,0.73,211,2024-11-24,ttd
ttd_cmp_00026,Black Friday Lookalike - Promo Push Online Video,ttd_ag_00355,Lookalike Online Video,ttd_cr_00355,Online Video Creative 4,998877,Northstar Retail,Online Video,747982,4422,36300.82,0.59,48.53,8.21,207,2024-11-25,ttd
ttd_cmp_00026,Cyber Week Retargeting - Core Terms Native,ttd_ag_00356,Contextual Native,ttd_cr_00356,Native Creative 5,998877,Northstar Retail,Native,792649,39170,12779.82,4.94,16.12,0.33,1306,2024-11-26,ttd
ttd_cmp_00026,Black Friday High Intent - Top Sellers Display,ttd_ag_00357,Contextual Display,ttd_cr_00357,Display Creative 6,998877,Northstar Retail,Display,153174,5128,5454.38,3.35,35.61,1.06,270,2024-11-27,ttd
ttd_cmp_00026,Black Friday Lookalike - Value Props CTV,ttd_ag_00358,Behavioral CTV,ttd_cr_00358,CTV Creative 7,998877,Northstar Retail,CTV,612653,20203,8413.03,3.30,13.73,0.42,391,2024-11-28,ttd
ttd_cmp_00026,Holiday Prospecting - Top Sellers Native,ttd_ag_00359,Lookalike Native,ttd_cr_00359,Native Creative 8,998877,Northstar Retail,Native,877861,23681,47940.97,2.70,54.61,2.02,1585,2024-11-29,ttd
ttd_cmp_00026,New Arrivals Cart Abandoners - Broad Display,ttd_ag_00360,Lookalike Display,ttd_cr_00360,Display Creative 9,998877,Northstar Retail,Display,144105,9965,4067.48,6.91,28.23,0.41,602,2024-11-30,ttd
ttd_cmp_00026,Holiday Retargeting - Broad Online Video,ttd_ag_00361,Contextual Online Video,ttd_cr_00361,Online Video Creative 0,998877,Northstar Retail,Online Video,544547,22427,12582.21,4.12,23.11,0.56,521,2024-11-01,ttd
ttd_cmp_00026,Black Friday Cart Abandoners - Value Props CTV,ttd_ag_00362,Lookalike CTV,ttd_cr_00362,CTV Creative 1,998877,Northstar Retail,CTV,487834,9921,18863.69,2.03,38.67,1.90,588,2024-11-02,ttd
ttd_cmp_00026,New Arrivals Lookalike - Top Sellers Online Video,ttd_ag_00363,Retargeting Online Video,ttd_cr_00363,Online Video Creative 2,998877,Northstar Retail,Online Video,298990,6206,3096.41,2.08,10.36,0.50,226,2024-11-03,ttd
