campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,account_id,account_name,publisher_platform,platform_position,impressions,clicks,inline_link_clicks,spend,ctr,inline_link_click_ctr,cpm,cpc,purchases,date_start,platform
meta_cmp_0028,Black Friday Retargeting - Top Sellers instagram_reels,meta_adset_00334,Site Visitors 30d,meta_ad_00334,UGC Video 3,act_2345678901,Northstar Retail,instagram,instagram_reels,351634,9962,8169,4279.45,2.83,2.32,12.17,0.43,561,11/04/2024,meta
meta_cmp_0028,Loyalty Retargeting - Value Props audience_network,meta_adset_00335,Lookalike 2pct,meta_ad_00335,Collection 4,act_2345678901,Northstar Retail,audience,audience_network,941082,13473,11048,21445.00,1.43,1.17,22.79,1.59,761,11/05/2024,meta
meta_cmp_0028,Cyber Week Cart Abandoners - Top Sellers instagram_stories,meta_adset_00336,Broad 18-44,meta_ad_00336,UGC Video 5,act_2345678901,Northstar Retail,instagram,instagram_stories,501958,18597,15250,12673.69,3.70,3.04,25.25,0.68,938,11/06/2024,meta
meta_cmp_0029,New Arrivals Lapsed Customers - Broad instagram_stories,meta_adset_00337,Lookalike 2pct,meta_ad_00337,Collection 0,act_2345678901,Northstar Retail,instagram,instagram_stories,573718,38818,31831,21076.11,6.77,5.55,36.74,0.54,2235,11/07/2024,meta
meta_cmp_0029,Evergreen Cart Abandoners - Promo Push facebook_feed,meta_adset_00338,Purchasers 180d,meta_ad_00338,UGC Video 1,act_2345678901,Northstar Retail,facebook,facebook_feed,185599,8171,6700,8662.76,4.40,3.61,46.67,1.06,285,11/08/2024,meta
meta_cmp_0029,Black Friday Prospecting - Promo Push facebook_feed,meta_adset_00339,Broad 18-44,meta_ad_00339,Static 2,act_2345678901,Northstar Retail,facebook,facebook_feed,876526,19372,15885,39087.96,2.21,1.81,44.59,2.02,844,11/09/2024,meta
meta_cmp_0029,Holiday Retargeting - Top Sellers instagram_stories,meta_adset_00340,Lookalike 2pct,meta_ad_00340,UGC Video 3,act_2345678901,Northstar Retail,instagram,instagram_stories,538482,25322,20764,16856.54,4.70,3.86,31.30,0.67,619,11/10/2024,meta
meta_cmp_0029,Cyber Week Cart Abandoners - Promo Push instagram_stories,meta_adset_00341,Lookalike 2pct,meta_ad_00341,Static 4,act_2345678901,Northstar Retail,instagram,instagram_stories,155297,3428,2811,3639.55,2.21,1.81,23.44,1.06,118,11/11/2024,meta
meta_cmp_0029,Holiday High Intent - Promo Push audience_network,meta_adset_00342,Broad 18-44,meta_ad_00342,Carousel 5,act_2345678901,Northstar Retail,audience,audience_network,601875,39163,32114,22467.87,6.51,5.34,37.33,0.57,2386,11/12/2024,meta
meta_cmp_0029,Cyber Week Prospecting - Value Props audience_network,meta_adset_00343,Purchasers 180d,meta_ad_00343,Carousel 0,act_2345678901,Northstar Retail,audience,audience_network,103304,7005,5744,3321.49,6.78,5.56,32.15,0.47,486,11/13/2024,meta
meta_cmp_0029,Black Friday Lookalike - Gift Guide instagram_reels,meta_adset_00344,Purchasers 180d,meta_ad_00344,Carousel 1,act_2345678901,Northstar Retail,instagram,instagram_reels,562015,39937,32748,27525.93,7.11,5.83,48.98,0.69,878,11/14/2024,meta
meta_cmp_0029,Loyalty Retargeting - Top Sellers audience_network,meta_adset_00345,Lookalike 2pct,meta_ad_00345,Carousel 2,act_2345678901,Northstar Retail,audience,audience_network,639982,17688,14504,27105.42,2.76,2.27,42.35,1.53,1242,11/15/2024,meta
meta_cmp_0029,Evergreen Cart Abandoners - Gift Guide facebook_feed,meta_adset_00346,Purchasers 180d,meta_ad_00346,Carousel 3,act_2345678901,Northstar Retail,facebook,facebook_feed,124907,4531,3715,6010.43,3.63,2.97,48.12,1.33,108,11/16/2024,meta
meta_cmp_0029,New Arrivals Prospecting - Promo Push facebook_feed,meta_adset_00347,Broad 18-44,meta_ad_00347,UGC Video 4,act_2345678901,Northstar Retail,facebook,facebook_feed,435669,6895,5654,6588.65,1.58,1.30,15.12,0.96,170,11/17/2024,meta
meta_cmp_0029,New Arrivals Lapsed Customers - Value Props audience_network,meta_adset_00348,Site Visitors 30d,meta_ad_00348,UGC Video 5,act_2345678901,Northstar Retail,audience,audience_network,139807,6834,5604,5462.23,4.89,4.01,39.07,0.80,112,11/18/2024,meta
meta_cmp_0030,Holiday Lapsed Customers - Promo Push audience_network,meta_adset_00349,Site Visitors 30d,meta_ad_00349,Carousel 0,act_2345678901,Northstar Retail,audience,audience_network,896930,56582,46397,19991.77,6.31,5.17,22.29,0.35,1736,11/19/2024,meta
meta_cmp_0030,New Arrivals Lapsed Customers - Promo Push facebook_feed,meta_adset_00350,Lookalike 2pct,meta_ad_00350,Collection 1,act_2345678901,Northstar Retail,facebook,facebook_feed,84342,1560,1279,3192.32,1.85,1.52,37.85,2.05,105,11/20/2024,meta
meta_cmp_0030,New Arrivals Retargeting - Top Sellers facebook_feed,meta_adset_00351,Lookalike 2pct,meta_ad_00351,UGC Video 2,act_2345678901,Northstar Retail,facebook,facebook_feed,834211,41594,34107,11250.98,4.99,4.09,13.49,0.27,1473,11/21/2024,meta
meta_cmp_0030,Loyalty Retargeting - Top Sellers instagram_reels,meta_adset_00352,Purchasers 180d,meta_ad_00352,Carousel 3,act_2345678901,Northstar Retail,instagram,instagram_reels,63446,1066,874,2788.78,1.68,1.38,43.96,2.62,50,11/22/2024,meta
meta_cmp_0030,Black Friday Retargeting - Core Terms facebook_feed,meta_adset_00353,Site Visitors 30d,meta_ad_00353,UGC Video 4,act_2345678901,Northstar Retail,facebook,facebook_feed,389226,10640,8725,9063.27,2.73,2.24,23.29,0.85,764,11/23/2024,meta
meta_cmp_0030,Evergreen High Intent - Promo Push audience_network,meta_adset_00354,Site Visitors 30d,meta_ad_00354,Carousel 5,act_2345678901,Northstar Retail,audience,audience_network,864709,37164,30474,30278.44,4.30,3.52,35.02,0.81,616,11/24/2024,meta
meta_cmp_0030,New Arrivals Retargeting - Gift Guide facebook_feed,meta_adset_00355,Purchasers 180d,meta_ad_00355,Collection 0,act_2345678901,Northstar Retail,facebook,facebook_feed,224122,7159,5870,2490.11,3.19,2.62,11.11,0.35,216,11/25/2024,meta
meta_cmp_0030,Loyalty High Intent - Broad instagram_reels,meta_adset_00356,Purchasers 180d,meta_ad_00356,Static 1,act_2345678901,Northstar Retail,instagram,instagram_reels,367532,2381,1952,12158.71,0.65,0.53,33.08,5.11,127,11/26/2024,meta
meta_cmp_0030,Black Friday Prospecting - Value Props facebook_feed,meta_adset_00357,Broad 18-44,meta_ad_00357,Collection 2,act_2345678901,Northstar Retail,facebook,facebook_feed,759006,15487,12699,18378.84,2.04,1.67,24.21,1.19,1152,11/27/2024,meta
meta_cmp_0030,Black Friday Cart Abandoners - Core Terms facebook_feed,meta_adset_00358,Lookalike 2pct,meta_ad_00358,UGC Video 3,act_2345678901,Northstar Retail,facebook,facebook_feed,384129,6252,5127,16432.24,1.63,1.33,42.78,2.63,311,11/28/2024,meta
meta_cmp_0030,New Arrivals Lookalike - Top Sellers instagram_stories,meta_adset_00359,Site Visitors 30d,meta_ad_00359,UGC Video 4,act_2345678901,Northstar Retail,instagram,instagram_stories,555973,33654,27596,14509.05,6.05,4.96,26.10,0.43,2380,11/29/2024,meta
meta_cmp_0030,Cyber Week Lookalike - Broad facebook_feed,meta_adset_00360,Broad 18-44,meta_ad_00360,Carousel 5,act_2345678901,Northstar Retail,facebook,facebook_feed,405067,26062,21371,9875.27,6.43,5.28,24.38,0.38,1391,11/30/2024,meta
meta_cmp_0031,Cyber Week High Intent - Core Terms facebook_feed,meta_adset_00361,Purchasers 180d,meta_ad_00361,Collection 0,act_2345678901,Northstar Retail,facebook,facebook_feed,264147,15744,12910,1883.69,5.96,4.89,7.13,0.12,213,11/01/2024,meta
meta_cmp_0031,New Arrivals Lapsed Customers - Value Props audience_network,meta_adset_00362,Broad 18-44,meta_ad_00362,UGC Video 1,act_2345678901,Northstar Retail,audience,audience_network,16924,157,129,819.37,0.93,0.76,48.41,5.22,12,11/02/2024,meta
meta_cmp_0031,Cyber Week Retargeting - Core Terms instagram_reels,meta_adset_00363,Broad 18-44,meta_ad_00363,Collection 2,act_2345678901,Northstar Retail,instagram,instagram_reels,369866,21480,17614,6876.93,5.81,4.76,18.59,0.32,1583,11/03/2024,meta
meta_cmp_0031,Holiday Retargeting - Top Sellers audience_network,meta_adset_00364,Purchasers 180d,meta_ad_00364,Static 3,act_2345678901,Northstar Retail,audience,audience_network,330753,18127,14864,9703.68,5.48,4.49,29.34,0.54,1310,11/04/2024,meta
meta_cmp_0031,New Arrivals Cart Abandoners - Core Terms instagram_stories,meta_adset_00365,Lookalike 2pct,meta_ad_00365,Collection 4,act_2345678901,Northstar Retail,instagram,instagram_stories,881303,5780,4740,48295.42,0.66,0.54,54.80,8.36,437,11/05/2024,meta
meta_cmp_0031,Black Friday Lapsed Customers - Gift Guide instagram_stories,meta_adset_00366,Broad 18-44,meta_ad_00366,UGC Video 5,act_2345678901,Northstar Retail,instagram,instagram_stories,409142,25709,21081,19974.21,6.28,5.15,48.82,0.78,535,11/06/2024,meta
meta_cmp_0031,Holiday High Intent - Gift Guide audience_network,meta_adset_00367,Lookalike 2pct,meta_ad_00367,Static 0,act_2345678901,Northstar Retail,audience,audience_network,542004,18551,15212,18596.41,3.42,2.81,34.31,1.00,1219,11/07/2024,meta
meta_cmp_0031,Black Friday High Intent - Top Sellers audience_network,meta_adset_00368,Purchasers 180d,meta_ad_00368,Static 1,act_2345678901,Northstar Retail,audience,audience_network,16831,1009,827,235.27,6.00,4.92,13.98,0.23,41,11/08/2024,meta
meta_cmp_0031,New Arrivals High Intent - Value Props instagram_reels,meta_adset_00369,Broad 18-44,meta_ad_00369,Carousel 2,act_2345678901,Northstar Retail,instagram,instagram_reels,475105,11479,9413,6988.03,2.42,1.98,14.71,0.61,865,11/09/2024,meta
meta_cmp_0031,Black Friday Prospecting - Gift Guide instagram_reels,meta_adset_00370,Site Visitors 30d,meta_ad_00370,Collection 3,act_2345678901,Northstar Retail,instagram,instagram_reels,71124,3310,2714,1765.20,4.65,3.82,24.82,0.53,54,11/10/2024,meta
meta_cmp_0031,Evergreen Cart Abandoners - Top Sellers facebook_feed,meta_adset_00371,Broad 18-44,meta_ad_00371,Collection 4,act_2345678901,Northstar Retail,facebook,facebook_feed,257189,10700,8774,11524.11,4.16,3.41,44.81,1.08,120,11/11/2024,meta
meta_cmp_0031,Loyalty Prospecting - Broad audience_network,meta_adset_00372,Broad 18-44,meta_ad_00372,UGC Video 5,act_2345678901,Northstar Retail,audience,audience_network,928089,2420,1984,11273.90,0.26,0.21,12.15,4.66,53,11/12/2024,meta
meta_cmp_0032,Holiday High Intent - Promo Push instagram_stories,meta_adset_00373,Site Visitors 30d,meta_ad_00373,Static 0,act_2345678901,Northstar Retail,instagram,instagram_stories,170275,4088,3352,3525.19,2.40,1.97,20.70,0.86,302,11/13/2024,meta
meta_cmp_0032,Black Friday Prospecting - Core Terms instagram_stories,meta_adset_00374,Purchasers 180d,meta_ad_00374,UGC Video 1,act_2345678901,Northstar Retail,instagram,instagram_stories,172702,7904,6481,7016.65,4.58,3.75,40.63,0.89,318,11/14/2024,meta
meta_cmp_0032,New Arrivals High Intent - Broad facebook_feed,meta_adset_00375,Lookalike 2pct,meta_ad_00375,UGC Video 2,act_2345678901,Northstar Retail,facebook,facebook_feed,740659,14623,11991,27238.79,1.97,1.62,36.78,1.86,761,11/15/2024,meta
meta_cmp_0032,Cyber Week Cart Abandoners - Value Props instagram_reels,meta_adset_00376,Site Visitors 30d,meta_ad_00376,UGC Video 3,act_2345678901,Northstar Retail,instagram,instagram_reels,511278,19688,16144,14849.76,3.85,3.16,29.04,0.75,396,11/16/2024,meta
meta_cmp_0032,Evergreen Cart Abandoners - Promo Push instagram_reels,meta_adset_00377,Broad 18-44,meta_ad_00377,Carousel 4,act_2345678901,Northstar Retail,instagram,instagram_reels,201322,8494,6965,6482.48,4.22,3.46,32.20,0.76,241,11/17/2024,meta
meta_cmp_0032,Black Friday High Intent - Promo Push audience_network,meta_adset_00378,Site Visitors 30d,meta_ad_00378,Collection 5,act_2345678901,Northstar Retail,audience,audience_network,362969,26458,21696,13424.15,7.29,5.98,36.98,0.51,2058,11/18/2024,meta
meta_cmp_0032,Evergreen High Intent - Broad audience_network,meta_adset_00379,Purchasers 180d,meta_ad_00379,Collection 0,act_2345678901,Northstar Retail,audience,audience_network,747042,14066,11534,6070.79,1.88,1.54,8.13,0.43,812,11/19/2024,meta
meta_cmp_0032,Evergreen Lapsed Customers - Gift Guide facebook_feed,meta_adset_00380,Lookalike 2pct,meta_ad_00380,Static 1,act_2345678901,Northstar Retail,facebook,facebook_feed,938965,6752,5537,12908.88,0.72,0.59,13.75,1.91,442,11/20/2024,meta
meta_cmp_0032,Evergreen Retargeting - Value Props audience_network,meta_adset_00381,Site Visitors 30d,meta_ad_00381,Collection 2,act_2345678901,Northstar Retail,audience,audience_network,579316,5216,4277,24023.25,0.90,0.74,41.47,4.61,144,11/21/2024,meta
meta_cmp_0032,Loyalty High Intent - Gift Guide audience_network,meta_adset_00382,Broad 18-44,meta_ad_00382,Static 3,act_2345678901,Northstar Retail,audience,audience_network,513367,12569,10307,25538.58,2.45,2.01,49.75,2.03,698,11/22/2024,meta
meta_cmp_0032,Black Friday Cart Abandoners - Promo Push instagram_stories,meta_adset_00383,Site Visitors 30d,meta_ad_00383,UGC Video 4,act_2345678901,Northstar Retail,instagram,instagram_stories,70624,753,617,3547.38,1.07,0.87,50.23,4.71,8,11/23/2024,meta
meta_cmp_0032,Cyber Week Prospecting - Top Sellers instagram_stories,meta_adset_00384,Site Visitors 30d,meta_ad_00384,UGC Video 5,act_2345678901,Northstar Retail,instagram,instagram_stories,739558,9514,7801,18512.50,1.29,1.05,25.03,1.95,685,11/24/2024,meta
meta_cmp_0033,New Arrivals High Intent - Core Terms instagram_reels,meta_adset_00385,Broad 18-44,meta_ad_00385,Static 0,act_2345678901,Northstar Retail,instagram,instagram_reels,474526,7154,5866,4631.93,1.51,1.24,9.76,0.65,321,11/25/2024,meta
meta_cmp_0033,Loyalty Cart Abandoners - Top Sellers audience_network,meta_adset_00386,Site Visitors 30d,meta_ad_00386,Carousel 1,act_2345678901,Northstar Retail,audience,audience_network,655135,24822,20354,12766.61,3.79,3.11,19.49,0.51,1484,11/26/2024,meta
meta_cmp_0033,New Arrivals High Intent - Broad instagram_stories,meta_adset_00387,Lookalike 2pct,meta_ad_00387,Static 2,act_2345678901,Northstar Retail,instagram,instagram_stories,858665,9283,7612,13889.30,1.08,0.89,16.18,1.50,700,11/27/2024,meta
meta_cmp_0033,Loyalty High Intent - Gift Guide instagram_stories,meta_adset_00388,Broad 18-44,meta_ad_00388,UGC Video 3,act_2345678901,Northstar Retail,instagram,instagram_stories,663936,13375,10968,11953.81,2.01,1.65,18.00,0.89,590,11/28/2024,meta
meta_cmp_0033,Evergreen Lapsed Customers - Core Terms facebook_feed,meta_adset_00389,Broad 18-44,meta_ad_00389,Static 4,act_2345678901,Northstar Retail,facebook,facebook_feed,145577,10495,8606,3621.14,7.21,5.91,24.87,0.35,595,11/29/2024,meta
meta_cmp_0033,New Arrivals Retargeting - Top Sellers instagram_stories,meta_adset_00390,Purchasers 180d,meta_ad_00390,Carousel 5,act_2345678901,Northstar Retail,instagram,instagram_stories,520054,32495,26646,13002.17,6.25,5.12,25.00,0.40,2411,11/30/2024,meta
meta_cmp_0033,Holiday Cart Abandoners - Value Props instagram_stories,meta_adset_00391,Lookalike 2pct,meta_ad_00391,Static 0,act_2345678901,Northstar Retail,instagram,instagram_stories,273122,16499,13529,11500.29,6.04,4.95,42.11,0.70,1074,11/01/2024,meta
meta_cmp_0033,Evergreen Lapsed Customers - Promo Push instagram_reels,meta_adset_00392,Site Visitors 30d,meta_ad_00392,UGC Video 1,act_2345678901,Northstar Retail,instagram,instagram_reels,360480,25880,21222,17794.67,7.18,5.89,49.36,0.69,387,11/02/2024,meta
meta_cmp_0033,Black Friday Lapsed Customers - Gift Guide audience_network,meta_adset_00393,Lookalike 2pct,meta_ad_00393,UGC Video 2,act_2345678901,Northstar Retail,audience,audience_network,106245,4736,3884,3029.32,4.46,3.66,28.51,0.64,136,11/03/2024,meta
meta_cmp_0033,Loyalty Retargeting - Top Sellers instagram_reels,meta_adset_00394,Purchasers 180d,meta_ad_00394,Static 3,act_2345678901,Northstar Retail,instagram,instagram_reels,808049,37309,30593,39233.95,4.62,3.79,48.55,1.05,2337,11/04/2024,meta
meta_cmp_0033,Black Friday Prospecting - Promo Push audience_network,meta_adset_00395,Purchasers 180d,meta_ad_00395,Static 4,act_2345678901,Northstar Retail,audience,audience_network,235776,4156,3408,11681.45,1.76,1.45,49.54,2.81,247,11/05/2024,meta
meta_cmp_0033,Cyber Week Cart Abandoners - Broad instagram_stories,meta_adset_00396,Site Visitors 30d,meta_ad_00396,UGC Video 5,act_2345678901,Northstar Retail,instagram,instagram_stories,540111,32958,27026,25123.85,6.10,5.00,46.52,0.76,1975,11/06/2024,meta
meta_cmp_0034,Holiday Prospecting - Top Sellers facebook_feed,meta_adset_00397,Purchasers 180d,meta_ad_00397,UGC Video 0,act_2345678901,Northstar Retail,facebook,facebook_feed,93560,822,674,3084.83,0.88,0.72,32.97,3.75,13,11/07/2024,meta
meta_cmp_0034,New Arrivals Lookalike - Top Sellers instagram_reels,meta_adset_00398,Lookalike 2pct,meta_ad_00398,Collection 1,act_2345678901,Northstar Retail,instagram,instagram_reels,479928,10450,8569,23429.01,2.18,1.79,48.82,2.24,206,11/08/2024,meta
meta_cmp_0034,Evergreen Prospecting - Broad instagram_stories,meta_adset_00399,Broad 18-44,meta_ad_00399,Static 2,act_2345678901,Northstar Retail,instagram,instagram_stories,302292,19017,15594,16556.98,6.29,5.16,54.77,0.87,958,11/09/2024,meta
meta_cmp_0034,New Arrivals Retargeting - Core Terms instagram_stories,meta_adset_00400,Lookalike 2pct,meta_ad_00400,UGC Video 3,act_2345678901,Northstar Retail,instagram,instagram_stories,75773,3299,2705,3071.57,4.35,3.57,40.54,0.93,97,11/10/2024,meta
meta_cmp_0034,Cyber Week Retargeting - Promo Push facebook_feed,meta_adset_00401,Broad 18-44,meta_ad_00401,UGC Video 4,act_2345678901,Northstar Retail,facebook,facebook_feed,273601,5556,4556,3422.22,2.03,1.67,12.51,0.62,258,11/11/2024,meta
meta_cmp_0034,Evergreen Lookalike - Gift Guide facebook_feed,meta_adset_00402,Site Visitors 30d,meta_ad_00402,Carousel 5,act_2345678901,Northstar Retail,facebook,facebook_feed,253268,5933,4865,12751.78,2.34,1.92,50.35,2.15,169,11/12/2024,meta
meta_cmp_0034,Black Friday Lookalike - Gift Guide facebook_feed,meta_adset_00403,Purchasers 180d,meta_ad_00403,Carousel 0,act_2345678901,Northstar Retail,facebook,facebook_feed,372053,22859,18744,18037.11,6.14,5.04,48.48,0.79,925,11/13/2024,meta
meta_cmp_0034,Black Friday Cart Abandoners - Gift Guide instagram_reels,meta_adset_00404,Site Visitors 30d,meta_ad_00404,UGC Video 1,act_2345678901,Northstar Retail,instagram,instagram_reels,849681,11458,9396,7715.64,1.35,1.11,9.08,0.67,862,11/14/2024,meta
meta_cmp_0034,Cyber Week Lookalike - Broad facebook_feed,meta_adset_00405,Broad 18-44,meta_ad_00405,Static 2,act_2345678901,Northstar Retail,facebook,facebook_feed,57356,3702,3036,1870.89,6.45,5.29,32.62,0.51,189,11/15/2024,meta
meta_cmp_0034,Loyalty Retargeting - Promo Push facebook_feed,meta_adset_00406,Purchasers 180d,meta_ad_00406,Carousel 3,act_2345678901,Northstar Retail,facebook,facebook_feed,103585,1371,1124,975.38,1.32,1.09,9.42,0.71,104,11/16/2024,meta
meta_cmp_0034,Loyalty High Intent - Broad instagram_reels,meta_adset_00407,Broad 18-44,meta_ad_00407,Static 4,act_2345678901,Northstar Retail,instagram,instagram_reels,778030,45160,37031,32282.27,5.80,4.76,41.49,0.71,3402,11/17/2024,meta
meta_cmp_0034,New Arrivals Lookalike - Top Sellers instagram_reels,meta_adset_00408,Broad 18-44,meta_ad_00408,Static 5,act_2345678901,Northstar Retail,instagram,instagram_reels,40267,981,804,300.77,2.44,2.00,7.47,0.31,36,11/18/2024,meta
meta_cmp_0035,Black Friday Prospecting - Gift Guide instagram_stories,meta_adset_00409,Broad 18-44,meta_ad_00409,Collection 0,act_2345678901,Northstar Retail,instagram,instagram_stories,848105,7403,6070,45149.55,0.87,0.72,53.24,6.10,161,11/19/2024,meta
meta_cmp_0035,Cyber Week Retargeting - Broad facebook_feed,meta_adset_00410,Site Visitors 30d,meta_ad_00410,Static 1,act_2345678901,Northstar Retail,facebook,facebook_feed,468583,8237,6754,19895.36,1.76,1.44,42.46,2.42,347,11/20/2024,meta
meta_cmp_0035,Evergreen Retargeting - Gift Guide instagram_reels,meta_adset_00411,Broad 18-44,meta_ad_00411,Collection 2,act_2345678901,Northstar Retail,instagram,instagram_reels,543965,8080,6626,27981.07,1.49,1.22,51.44,3.46,622,11/21/2024,meta
meta_cmp_0035,Black Friday Retargeting - Top Sellers facebook_feed,meta_adset_00412,Lookalike 2pct,meta_ad_00412,Collection 3,act_2345678901,Northstar Retail,facebook,facebook_feed,735546,25338,20777,19456.55,3.44,2.82,26.45,0.77,941,11/22/2024,meta
meta_cmp_0035,Holiday Lapsed Customers - Promo Push audience_network,meta_adset_00413,Site Visitors 30d,meta_ad_00413,Static 4,act_2345678901,Northstar Retail,audience,audience_network,611534,38150,31283,20794.53,6.24,5.12,34.00,0.55,1316,11/23/2024,meta
meta_cmp_0035,New Arrivals Cart Abandoners - Promo Push instagram_stories,meta_adset_00414,Site Visitors 30d,meta_ad_00414,Collection 5,act_2345678901,Northstar Retail,instagram,instagram_stories,779334,25586,20981,34856.17,3.28,2.69,44.73,1.36,1230,11/24/2024,meta
meta_cmp_0035,New Arrivals Lapsed Customers - Top Sellers instagram_stories,meta_adset_00415,Purchasers 180d,meta_ad_00415,Carousel 0,act_2345678901,Northstar Retail,instagram,instagram_stories,848423,6530,5355,15099.87,0.77,0.63,17.80,2.31,174,11/25/2024,meta
meta_cmp_0035,Evergreen Prospecting - Core Terms instagram_stories,meta_adset_00416,Broad 18-44,meta_ad_00416,Carousel 1,act_2345678901,Northstar Retail,instagram,instagram_stories,774258,47922,39296,40843.35,6.19,5.08,52.75,0.85,2986,11/26/2024,meta
meta_cmp_0035,Cyber Week Retargeting - Value Props audience_network,meta_adset_00417,Broad 18-44,meta_ad_00417,Static 2,act_2345678901,Northstar Retail,audience,audience_network,375724,23760,19483,7841.25,6.32,5.19,20.87,0.33,219,11/27/2024,meta
meta_cmp_0035,Loyalty Prospecting - Broad instagram_stories,meta_adset_00418,Lookalike 2pct,meta_ad_00418,Collection 3,act_2345678901,Northstar Retail,instagram,instagram_stories,813792,17921,14695,43683.71,2.20,1.81,53.68,2.44,1277,11/28/2024,meta
meta_cmp_0035,Evergreen High Intent - Promo Push instagram_reels,meta_adset_00419,Purchasers 180d,meta_ad_00419,Carousel 4,act_2345678901,Northstar Retail,instagram,instagram_reels,732069,20318,16661,37335.19,2.78,2.28,51.00,1.84,1543,11/29/2024,meta
meta_cmp_0035,Loyalty Cart Abandoners - Promo Push instagram_reels,meta_adset_00420,Site Visitors 30d,meta_ad_00420,Collection 5,act_2345678901,Northstar Retail,instagram,instagram_reels,249034,12791,10489,12878.66,5.14,4.21,51.71,1.01,393,11/30/2024,meta
meta_cmp_0036,Loyalty Retargeting - Gift Guide facebook_feed,meta_adset_00421,Site Visitors 30d,meta_ad_00421,UGC Video 0,act_2345678901,Northstar Retail,facebook,facebook_feed,198236,10858,8904,1706.69,5.48,4.49,8.61,0.16,286,11/01/2024,meta
meta_cmp_0036,Loyalty Retargeting - Core Terms facebook_feed,meta_adset_00422,Broad 18-44,meta_ad_00422,Carousel 1,act_2345678901,Northstar Retail,facebook,facebook_feed,745945,3869,3173,18513.76,0.52,0.43,24.82,4.79,162,11/02/2024,meta
meta_cmp_0036,New Arrivals Lookalike - Promo Push instagram_reels,meta_adset_00423,Site Visitors 30d,meta_ad_00423,Carousel 2,act_2345678901,Northstar Retail,instagram,instagram_reels,665831,49598,40670,29290.84,7.45,6.11,43.99,0.59,2565,11/03/2024,meta
meta_cmp_0036,Holiday High Intent - Promo Push audience_network,meta_adset_00424,Purchasers 180d,meta_ad_00424,Static 3,act_2345678901,Northstar Retail,audience,audience_network,795821,25460,20877,10898.12,3.20,2.62,13.69,0.43,1193,11/04/2024,meta
meta_cmp_0036,Holiday Lookalike - Promo Push audience_network,meta_adset_00425,Site Visitors 30d,meta_ad_00425,Collection 4,act_2345678901,Northstar Retail,audience,audience_network,67984,4036,3310,3612.73,5.94,4.87,53.14,0.90,142,11/05/2024,meta
meta_cmp_0036,Holiday Retargeting - Gift Guide facebook_feed,meta_adset_00426,Purchasers 180d,meta_ad_00426,Carousel 5,act_2345678901,Northstar Retail,facebook,facebook_feed,403537,24338,19957,4238.93,6.03,4.95,10.50,0.17,953,11/06/2024,meta
meta_cmp_0036,Black Friday High Intent - Top Sellers instagram_stories,meta_adset_00427,Site Visitors 30d,meta_ad_00427,Carousel 0,act_2345678901,Northstar Retail,instagram,instagram_stories,399921,20272,16623,17102.13,5.07,4.16,42.76,0.84,1065,11/07/2024,meta
meta_cmp_0036,Black Friday High Intent - Promo Push instagram_stories,meta_adset_00428,Purchasers 180d,meta_ad_00428,UGC Video 1,act_2345678901,Northstar Retail,instagram,instagram_stories,655892,5317,4360,33548.24,0.81,0.66,51.15,6.31,225,11/08/2024,meta
meta_cmp_0036,Cyber Week High Intent - Value Props facebook_feed,meta_adset_00429,Lookalike 2pct,meta_ad_00429,Collection 2,act_2345678901,Northstar Retail,facebook,facebook_feed,410640,10641,8726,19001.86,2.59,2.12,46.27,1.79,188,11/09/2024,meta
meta_cmp_0036,Holiday Lapsed Customers - Broad audience_network,meta_adset_00430,Site Visitors 30d,meta_ad_00430,Carousel 3,act_2345678901,Northstar Retail,audience,audience_network,859883,60125,49303,40208.81,6.99,5.73,46.76,0.67,1407,11/10/2024,meta
meta_cmp_0036,New Arrivals Lapsed Customers - Core Terms instagram_stories,meta_adset_00431,Purchasers 180d,meta_ad_00431,Static 4,act_2345678901,Northstar Retail,instagram,instagram_stories,270241,15715,12886,6641.33,5.82,4.77,24.58,0.42,563,11/11/2024,meta
meta_cmp_0036,Holiday Retargeting - Gift Guide audience_network,meta_adset_00432,Lookalike 2pct,meta_ad_00432,Collection 5,act_2345678901,Northstar Retail,audience,audience_network,785032,57434,47096,26816.15,7.32,6.00,34.16,0.47,2577,11/12/2024,meta
meta_cmp_0037,New Arrivals Lapsed Customers - Broad instagram_stories,meta_adset_00433,Lookalike 2pct,meta_ad_00433,UGC Video 0,act_2345678901,Northstar Retail,instagram,instagram_stories,713708,21482,17615,30600.93,3.01,2.47,42.88,1.42,1179,11/13/2024,meta
meta_cmp_0037,Cyber Week Retargeting - Promo Push instagram_stories,meta_adset_00434,Purchasers 180d,meta_ad_00434,Carousel 1,act_2345678901,Northstar Retail,instagram,instagram_stories,848040,24656,20218,40533.96,2.91,2.38,47.80,1.64,1132,11/14/2024,meta
meta_cmp_0037,Black Friday Retargeting - Gift Guide instagram_stories,meta_adset_00435,Lookalike 2pct,meta_ad_00435,Collection 2,act_2345678901,Northstar Retail,instagram,instagram_stories,539718,9201,7545,17588.28,1.70,1.40,32.59,1.91,185,11/15/2024,meta
meta_cmp_0037,Black Friday Prospecting - Core Terms instagram_stories,meta_adset_00436,Lookalike 2pct,meta_ad_00436,UGC Video 3,act_2345678901,Northstar Retail,instagram,instagram_stories,406109,7990,6552,16617.67,1.97,1.61,40.92,2.08,228,11/16/2024,meta
